Type;Lat;Long;Intensity;Date;From;To
Issue;-12.0980183725961;-77.0074199299026;4;2020-08-07;5;21
Issue;-12.1086496137491;-77.0280738869734;5;2020-02-29;10;23
Issue;-12.1162230453566;-76.9947711641895;2;2020-03-24;22;23
Density;-12.1009844695236;-77.0460515984624;2;2020-06-14;12;21
Density;-12.0906574991553;-77.0127204328688;2;2020-07-11;18;18
Density;-12.093028387345;-76.9775313945533;1;2020-05-08;0;10
Density;-12.1061655953438;-77.033884121045;4;2020-06-09;8;11
Density;-12.0701357388424;-76.9685729970396;4;2020-03-03;2;22
Density;-12.0916554078735;-77.0370636513475;1;2020-12-27;2;23
Density;-12.1164754988424;-77.0041824812906;3;2020-05-10;14;21
Density;-12.103262322985;-77.0472125809366;2;2020-11-18;3;12
Issue;-12.0830788883785;-77.0285345339543;1;2020-10-18;1;13
Density;-12.0726268019372;-76.9979420020674;4;2020-03-05;12;19
Density;-12.0958000644183;-76.9776889842853;5;2020-08-31;2;8
Issue;-12.0978310239251;-77.0418397750446;5;2020-06-29;6;7
Density;-12.0985354246033;-76.9687807072022;2;2020-07-21;10;22
Density;-12.0740063641048;-77.0032936509859;1;2020-03-11;9;10
Density;-12.0804319619858;-77.0042259354923;2;2020-11-25;3;9
Issue;-12.0926234513382;-77.040228073729;1;2020-08-03;17;22
Density;-12.0702815247947;-77.0096275768718;4;2020-05-06;4;11
Density;-12.07578186239;-77.0494117708539;1;2020-09-09;21;23
Issue;-12.0658862625862;-76.965929595406;4;2020-04-16;18;23
Density;-12.0857524827262;-77.0199964810213;2;2020-01-07;15;21
Density;-12.1095691816342;-77.0315332736394;1;2020-09-08;3;4
Issue;-12.114631799673;-76.9776260569224;4;2020-11-20;12;14
Issue;-12.0997087516919;-76.9709912905558;2;2020-08-05;21;22
Density;-12.0847322763483;-77.0414252450393;5;2020-05-16;23;23
Issue;-12.0965079214735;-77.0508176236906;2;2020-10-28;3;21
Issue;-12.1163581609422;-77.017649485381;1;2020-04-26;4;13
Density;-12.1041318287848;-76.9763444950166;4;2020-12-04;3;19
Issue;-12.0838002897808;-76.9694636194225;4;2020-12-05;17;21
Density;-12.1110251039265;-76.9811953128902;4;2020-07-01;20;23
Issue;-12.0934104009839;-76.9814731358657;3;2020-06-21;1;19
Issue;-12.0787642972455;-77.00645347886;2;2020-06-26;1;5
Density;-12.0965669653651;-77.0327176369264;2;2020-11-23;16;20
Issue;-12.0805759248068;-77.0128789290807;5;2020-10-11;10;14
Density;-12.0898053635508;-76.9898034874062;2;2020-04-12;11;13
Density;-12.074924156141;-76.9934952800334;2;2020-01-02;18;21
Issue;-12.0705065933555;-77.0169463237624;5;2020-07-08;19;21
Issue;-12.080897459201;-77.0259826176224;4;2020-05-22;12;22
Issue;-12.1030706063118;-76.978958085083;1;2020-07-26;18;19
Issue;-12.1134597796337;-77.0024287309584;1;2020-08-04;18;18
Issue;-12.0755952803908;-77.0227677276572;2;2020-05-23;0;3
Issue;-12.0805165588295;-77.0228659340491;5;2020-01-26;10;17
Issue;-12.0659251879704;-76.9822075664218;5;2020-10-10;18;22
Density;-12.1163745021888;-77.0271651905643;4;2020-02-07;11;21
Density;-12.0669539320659;-77.0030837686807;2;2020-09-24;16;23
Issue;-12.0783048248607;-77.0166507424046;3;2020-05-30;22;22
Issue;-12.0826514245752;-77.0318667909754;2;2020-09-25;3;22
Density;-12.0792696573377;-77.0446967309696;3;2020-02-24;11;20
Density;-12.0990958541443;-77.002809886344;5;2020-03-29;2;14
Density;-12.0799288791338;-77.0479922341283;4;2020-04-08;19;19
Issue;-12.09790708281;-77.0003533049387;1;2020-08-06;2;9
Density;-12.0889565780407;-77.0477876542587;4;2020-12-17;3;11
Issue;-12.1040753820783;-77.0266011916903;5;2020-12-29;16;21
Density;-12.096190440749;-77.0445881613505;4;2020-06-08;16;20
Density;-12.0865459235422;-77.0031676404082;1;2020-05-26;1;9
Density;-12.097924039984;-76.985801576837;1;2020-04-21;16;23
Issue;-12.0966421801951;-76.9694618242618;3;2020-08-01;4;11
Density;-12.0744598670393;-77.0113080567317;3;2020-02-09;3;9
Issue;-12.0903295844585;-76.9977215283577;2;2020-06-10;11;19
Issue;-12.0937181144702;-77.0318017916345;2;2020-07-14;18;22
Issue;-12.0741169235998;-77.0028042327223;1;2020-05-29;23;23
Issue;-12.1115487873434;-77.0310039416155;4;2020-04-24;8;8
Density;-12.0913392018071;-76.9725788654201;2;2020-09-02;17;17
Density;-12.0673093087737;-76.9797126156826;3;2020-05-27;18;20
Issue;-12.1043311069408;-77.0327044881362;2;2020-02-15;20;23
Issue;-12.1067436027287;-76.9718050368662;1;2020-04-13;23;23
Issue;-12.0907056025987;-76.9890598786364;3;2020-06-20;4;17
Issue;-12.0751893982603;-77.0362036948547;5;2020-01-16;23;23
Issue;-12.0957496226572;-77.0400883179815;2;2020-10-10;10;15
Density;-12.1106378771219;-76.9955075404007;3;2020-02-10;13;20
Issue;-12.0735086235094;-76.9741438631186;4;2020-12-21;16;23
Issue;-12.1134130370492;-76.9972891616912;1;2020-11-12;1;16
Issue;-12.0794300895791;-77.0043890705035;1;2020-12-01;4;17
Density;-12.1097042782781;-76.9870982570404;2;2020-04-20;22;23
Density;-12.0846960281423;-76.9768419416765;2;2020-03-14;4;9
Issue;-12.0655007048113;-77.0007241047079;4;2020-07-09;20;22
Issue;-12.1109035597387;-76.9723056141805;5;2020-12-29;4;20
Density;-12.0858686818449;-76.9687188207293;3;2020-06-18;22;22
Issue;-12.089053191746;-76.9799272381606;3;2020-09-07;3;14
Issue;-12.100529942503;-76.9808114885059;1;2020-07-23;8;17
Issue;-12.0681318457404;-76.9779637755589;5;2020-05-16;2;2
Issue;-12.0876814282747;-76.9706382345296;1;2020-02-02;5;14
Density;-12.1014903201353;-77.0072320471767;1;2020-01-07;6;11
Density;-12.1015752194032;-76.9751066819174;5;2020-08-21;23;23
Density;-12.0835393194421;-76.9797531408205;1;2020-07-21;17;23
Issue;-12.0999857113086;-77.0301118923648;1;2020-12-25;15;18
Issue;-12.0961718845213;-76.9712560741313;3;2020-02-19;1;19
Issue;-12.1038776157118;-77.0141137560454;2;2020-10-31;7;10
Issue;-12.0675767602583;-77.031847329976;5;2020-08-28;3;11
Density;-12.0896525830306;-76.9823907900249;2;2020-05-11;17;17
Issue;-12.0786874200078;-77.0366045838093;2;2020-08-24;15;17
Density;-12.0926306619485;-76.995595559568;4;2020-02-15;23;23
Issue;-12.1150195232428;-77.0090359544044;1;2020-05-08;2;10
Density;-12.0845691027044;-77.0316083440387;2;2020-09-17;11;15
Issue;-12.0929346528334;-77.029107633454;3;2020-06-28;3;8
Density;-12.0980568289317;-77.0226641160401;1;2020-09-12;16;23
Issue;-12.0964060990814;-76.9847537464506;2;2020-01-21;16;18
Issue;-12.0770412344216;-77.0049293926389;3;2020-10-24;7;18
Density;-12.0905548646589;-77.0064764045811;3;2020-02-15;14;20
Issue;-12.0785867766702;-77.0405402096098;1;2020-09-06;10;12
Issue;-12.1123791877906;-77.0497111293233;3;2020-03-18;20;21
Issue;-12.0662238457327;-77.0195070327964;1;2020-09-26;3;17
Issue;-12.0843936821191;-76.9732610361575;3;2020-06-10;2;18
Density;-12.1041731458919;-76.9909662713782;4;2020-07-26;0;5
Density;-12.1162717706489;-77.0129191354295;1;2020-10-12;17;22
Issue;-12.0755663929127;-76.997704518704;5;2020-05-01;13;21
Issue;-12.0991137808004;-77.0494974169023;5;2020-10-08;11;18
Issue;-12.0860793843697;-76.9846635014377;2;2020-10-08;7;11
Density;-12.071400212904;-76.9833547338444;5;2020-02-22;10;22
Issue;-12.0655800683247;-77.0474128766772;3;2020-11-07;5;12
Density;-12.1080927591639;-76.9916959675101;1;2020-10-20;3;17
Issue;-12.0928459096545;-77.0138133690568;3;2020-09-14;21;23
Issue;-12.1092613357102;-77.0091493103898;4;2020-12-05;19;21
Issue;-12.071469130215;-77.0513269215526;5;2020-12-01;20;22
Issue;-12.0789948578341;-76.9769675854981;5;2020-03-09;8;18
Density;-12.0753828601567;-76.9784432758405;2;2020-05-11;3;22
Issue;-12.0778016485925;-76.9963836606305;4;2020-04-06;12;23
Density;-12.0752792258478;-77.0360749761211;5;2020-11-24;21;23
Density;-12.113822079584;-76.9888810971114;5;2020-11-29;2;22
Issue;-12.11491442402;-77.0431838560932;5;2020-03-12;1;15
Issue;-12.1034895571234;-77.0147709681332;3;2020-05-17;17;19
Issue;-12.1018975805631;-77.0494587974059;1;2020-05-22;11;14
Density;-12.0953570739667;-76.9890199986743;4;2020-08-10;2;16
Issue;-12.0920875045556;-77.051842311698;5;2020-07-06;3;12
Density;-12.1131634821011;-77.0052602458474;4;2020-04-30;7;17
Density;-12.0848283936761;-77.0453000029408;5;2020-11-29;20;22
Density;-12.0669516526344;-77.0184383576348;4;2020-12-06;21;23
Issue;-12.0671798028568;-77.0465710382221;4;2020-10-31;21;21
Density;-12.0767800512901;-77.0234036970832;1;2020-07-12;18;23
Density;-12.0753124593697;-77.0294404234391;5;2020-12-12;14;14
Density;-12.0876561470524;-76.9812046937355;1;2020-01-18;6;21
Density;-12.10196575137;-77.0075183030267;5;2020-11-29;22;22
Density;-12.0735221710349;-76.9966918238319;4;2020-10-19;8;10
Density;-12.0655107593307;-77.0489104940443;2;2020-07-02;23;23
Issue;-12.0863798260417;-76.9908448856464;1;2020-01-21;23;23
Issue;-12.0830922445583;-77.03864735118;4;2020-02-28;0;23
Density;-12.0680387972421;-76.9833827010559;3;2020-11-12;11;15
Density;-12.0686215336441;-77.0381119715199;2;2020-08-06;21;21
Density;-12.08087452173;-76.9698844290254;4;2020-04-01;3;10
Density;-12.1038784100622;-76.9756027810518;5;2020-03-22;10;20
Density;-12.1085577200457;-77.033140773063;5;2020-09-07;20;20
Issue;-12.071556566447;-77.0033339446174;1;2020-12-07;3;21
Issue;-12.1086157371067;-76.9760677084285;3;2020-12-26;7;13
Issue;-12.0651306934249;-76.9863385357055;3;2020-07-11;15;15
Issue;-12.0667606738452;-76.9718420412694;3;2020-09-18;3;5
Density;-12.1108209344346;-77.0161068803625;3;2020-08-04;7;15
Density;-12.0884156370778;-77.01498138186;5;2020-11-15;0;18
Issue;-12.0721569527425;-77.001638550283;3;2020-05-09;22;22
Density;-12.1157507505247;-77.0094180326307;5;2020-07-26;8;20
Density;-12.0659548380386;-76.9857325833799;3;2020-09-19;7;9
Issue;-12.101460252508;-77.0039724160943;3;2020-03-21;23;23
Density;-12.1020853667896;-77.0058662125693;5;2020-08-16;1;10
Issue;-12.112866665457;-77.0182614276632;2;2020-05-04;14;21
Density;-12.0683033131501;-76.9890284893032;3;2020-04-27;11;20
Issue;-12.0870498184542;-76.9962900417765;5;2020-12-11;0;15
Issue;-12.0932147132682;-76.9678392469738;1;2020-07-26;9;23
Density;-12.0663760935306;-77.0381498828515;1;2020-12-06;6;9
Issue;-12.1034902818097;-77.0150407720894;5;2020-04-15;2;8
Issue;-12.1001109821149;-76.997124530155;1;2020-02-08;23;23
Issue;-12.1020900006668;-76.9813839815681;4;2020-06-13;5;16
Issue;-12.0793744162472;-77.0316308006772;2;2020-11-29;18;23
Density;-12.0860172965477;-77.0273908543804;4;2020-12-18;17;19
Issue;-12.1087755786124;-77.0267312589623;3;2020-10-18;2;11
Density;-12.1129621202906;-77.0228512364393;4;2020-07-20;6;20
Issue;-12.1019758058439;-76.9671798732128;4;2020-03-13;12;19
Density;-12.0758357075924;-76.9694124189708;3;2020-08-04;5;21
Density;-12.0794028007435;-77.0220320023379;4;2020-04-18;9;13
Issue;-12.082523018615;-76.9955754853053;5;2020-06-16;22;22
Issue;-12.0755893043112;-76.970021457868;1;2020-05-14;5;5
Density;-12.0891034273893;-77.0516841527914;2;2020-05-26;19;19
Density;-12.0731720318429;-77.0277698357456;4;2020-12-23;7;23
Issue;-12.0741766193433;-77.0300481791747;4;2020-02-01;10;22
Density;-12.108415378866;-77.0236580984516;2;2020-08-31;18;18
Density;-12.0864670988543;-77.0356940699048;5;2020-09-27;16;21
Issue;-12.0810645525488;-77.0086972444511;1;2020-03-12;20;22
Density;-12.1107940321405;-77.0068944239746;2;2020-04-27;7;16
Density;-12.074493340514;-77.0143830998715;5;2020-07-30;3;11
Density;-12.0925119158651;-76.9946299207527;1;2020-03-28;11;20
Density;-12.1035276232814;-76.9701326058167;2;2020-09-30;21;22
Density;-12.1127042745138;-77.0467119930705;3;2020-08-27;10;18
Issue;-12.0755270860294;-76.9881175268321;1;2020-03-18;16;17
Density;-12.0983832879959;-77.0256341461141;5;2020-11-09;22;23
Issue;-12.0884946782631;-77.0386684764668;5;2020-08-09;23;23
Issue;-12.0915225535517;-77.0433294798442;2;2020-03-16;3;12
Issue;-12.0827449202208;-77.0091886709855;2;2020-02-07;1;2
Issue;-12.0996345814503;-76.9789411402061;3;2020-08-25;17;22
Issue;-12.0765815697751;-76.9768404631216;4;2020-01-13;2;19
Density;-12.0865416256022;-77.0029623389598;1;2020-05-27;17;19
Density;-12.0988649203603;-76.9868365323301;4;2020-09-07;23;23
Issue;-12.0705513426824;-76.9859726265972;5;2020-07-15;15;23
Density;-12.0685850702452;-77.0287626670557;5;2020-06-22;21;22
Density;-12.0922705944411;-77.0119523106235;4;2020-08-28;13;14
Density;-12.1090566048341;-76.9718077172573;3;2020-10-18;4;8
Density;-12.0865381706399;-76.9749107642963;2;2020-06-03;13;17
Density;-12.1050452573091;-77.0330258074854;5;2020-11-12;19;23
Issue;-12.1052773948011;-76.9919305531076;2;2020-12-08;20;22
Density;-12.1042011207963;-77.0182403170875;4;2020-10-17;17;23
Density;-12.1115915723092;-77.0489124923579;3;2020-12-31;23;23
Density;-12.0942920345715;-77.0130519133346;5;2020-01-11;17;22
Density;-12.1008357176612;-77.0212978687847;2;2020-03-12;11;21
Density;-12.1023733667576;-76.9906022839915;1;2020-01-03;13;20
Issue;-12.0907483946696;-76.9978421202182;2;2020-12-05;1;20
Density;-12.1048173661535;-76.9854006437104;2;2020-08-10;12;19
Density;-12.0879606016998;-77.0051817692789;3;2020-01-26;12;12
Issue;-12.1066442243972;-77.043656668534;1;2020-01-23;10;15
Density;-12.0783909055412;-76.9784872852092;1;2020-10-06;11;12
Density;-12.1100400972557;-77.0334370540452;4;2020-08-03;2;19
Issue;-12.0949579964652;-77.0501260850975;3;2020-11-28;5;12
Issue;-12.1107097997945;-77.0005653072719;2;2020-08-23;14;16
Issue;-12.089519204028;-76.9973998005595;2;2020-04-01;8;8
Density;-12.0765330945938;-77.0246328647519;2;2020-01-02;20;21
Issue;-12.0670965200414;-76.9704425038352;3;2020-08-07;1;6
Density;-12.0892621233959;-77.0054998934767;3;2020-08-02;15;15
Issue;-12.0650459482695;-77.0031884624583;5;2020-03-11;4;6
Issue;-12.0906787135826;-76.9709787575628;4;2020-09-18;3;7
Density;-12.1085866095005;-76.9964047446678;3;2020-07-10;17;22
Issue;-12.1131086286951;-77.0289693115444;5;2020-04-26;0;20
Issue;-12.0875821957335;-77.0511532397441;2;2020-05-14;1;12
Issue;-12.08944661602;-77.0152319147124;3;2020-06-13;14;22
Density;-12.1142682151883;-76.9769435106517;4;2020-08-06;0;4
Issue;-12.0919848454939;-77.025966831094;3;2020-09-16;15;23
Density;-12.1115795303039;-77.0311726756845;2;2020-04-20;8;14
Issue;-12.072198983887;-76.9907387969301;5;2020-07-21;4;10
Issue;-12.0938101836754;-77.0398486591946;2;2020-11-23;16;23
Density;-12.090667159532;-76.9949107238105;1;2020-08-01;17;23
Issue;-12.1019032584838;-77.0212442894658;1;2020-01-21;12;19
Issue;-12.0676964351548;-77.0516774814527;2;2020-02-29;4;18
Density;-12.0879266821395;-77.0158183226782;2;2020-05-07;4;23
Issue;-12.1146375563144;-77.0316597045569;5;2020-12-16;0;7
Issue;-12.0683619482005;-76.9782931505306;5;2020-02-17;15;18
Density;-12.1127623800267;-76.9753509534235;3;2020-08-13;18;23
Density;-12.0990612317419;-76.9672432266368;2;2020-01-23;11;20
Issue;-12.079696287092;-76.997494308695;1;2020-05-14;2;22
Issue;-12.1081313079438;-77.000043098413;4;2020-12-12;9;14
Density;-12.0716206250553;-77.0337386663737;3;2020-12-10;18;18
Density;-12.1028771487407;-77.0100057525776;1;2020-05-14;6;12
Issue;-12.0869393774223;-77.0250166814213;4;2020-05-27;14;17
Density;-12.0863638327361;-76.9723641196345;2;2020-12-07;13;20
Issue;-12.1048967412997;-77.0280756967517;1;2020-08-28;9;12
Issue;-12.0684442577224;-77.0175841540204;5;2020-01-22;19;23
Issue;-12.1074379950104;-77.0193712458677;1;2020-10-02;14;21
Density;-12.1011075818181;-77.0492000370831;4;2020-10-15;4;12
Issue;-12.1124105907866;-77.0053001312429;4;2020-06-24;5;19
Issue;-12.0843623224884;-77.0481091161273;1;2020-05-22;23;23
Density;-12.0695583530242;-77.0038066273107;1;2020-12-14;3;8
Issue;-12.1060312330315;-77.0259989168491;2;2020-02-20;5;16
Issue;-12.1090520265463;-77.0412643323887;4;2020-03-08;5;13
Density;-12.101031926444;-77.017950033115;2;2020-09-21;7;17
Density;-12.06963526681;-77.0264304046838;2;2020-04-21;15;16
Density;-12.0688648442713;-76.9974288437414;2;2020-02-24;18;21
Density;-12.0968191013302;-77.0025977231433;5;2020-05-03;5;8
Density;-12.109272761686;-76.9892530451816;2;2020-05-10;22;23
Issue;-12.1038783315755;-76.9782906629805;5;2020-06-08;10;16
Issue;-12.1108937332879;-76.9777462099401;4;2020-07-04;12;12
Density;-12.1106534289686;-76.9826801958174;4;2020-06-25;16;19
Density;-12.0996437406687;-76.9765137259493;4;2020-01-10;21;23
Density;-12.0887904902044;-76.9890626594277;5;2020-06-27;16;23
Issue;-12.1034517360221;-77.036826166782;3;2020-12-18;20;23
Issue;-12.1016555865844;-77.0426683302902;1;2020-07-03;8;21
Issue;-12.1083219525136;-76.9931104235344;1;2020-08-07;15;17
Issue;-12.1098036757664;-77.0365906206275;2;2020-04-29;11;15
Density;-12.1084298744949;-77.0351265840892;5;2020-03-17;15;23
Density;-12.0838466261642;-76.9959062420043;4;2020-02-06;16;22
Density;-12.1031372326748;-76.9895353284116;5;2020-11-08;17;22
Density;-12.0925017401154;-77.0454594454185;2;2020-03-04;9;10
Density;-12.1125621844016;-77.0410483174697;3;2020-03-14;18;20
Issue;-12.1043144872249;-77.0068570807399;4;2020-09-27;0;1
Density;-12.0929145214554;-77.032267237091;4;2020-10-12;0;3
Issue;-12.0877494466083;-77.0356014974849;3;2020-11-20;14;18
Issue;-12.1146258130007;-76.9816578794557;1;2020-07-06;4;8
Density;-12.0696830162231;-76.9681287450427;3;2020-05-23;16;16
Density;-12.1130664877511;-77.0389385811557;4;2020-11-06;7;21
Density;-12.1150297365065;-76.9894270744552;3;2020-03-07;16;16
Issue;-12.0933132159128;-77.031067244304;5;2020-09-09;19;22
Issue;-12.0805910835212;-77.0039939097112;5;2020-05-13;0;22
Issue;-12.0946813088785;-76.9870170012488;1;2020-08-09;4;12
Issue;-12.0848180424523;-76.9856234070176;2;2020-01-20;6;16
Density;-12.0889625883267;-77.010196930362;4;2020-12-25;11;19
Issue;-12.1117358427332;-76.9737518391721;4;2020-07-03;11;16
Issue;-12.0807199085459;-77.0486926183007;2;2020-06-19;19;22
Density;-12.0965128746105;-76.9669678098847;3;2020-06-23;7;13
Issue;-12.105708638742;-76.9956067715641;2;2020-11-08;3;5
Density;-12.0989298009976;-76.9694348764283;4;2020-07-14;15;21
Density;-12.0891579198663;-76.9935625703365;4;2020-05-04;23;23
Issue;-12.0802892826699;-76.9861842078178;1;2020-03-22;21;22
Issue;-12.0689866626592;-76.9829593667834;3;2020-03-31;2;14
Issue;-12.0788630788819;-77.0137084922408;1;2020-07-12;2;2
Density;-12.0886920053066;-76.9853147100578;3;2020-03-21;8;11
Density;-12.0833713900715;-76.9711736697606;4;2020-08-29;21;22
Density;-12.0966988677399;-76.9842499555729;1;2020-08-03;23;23
Density;-12.0938531775154;-77.0121027003181;4;2020-05-19;14;21
Issue;-12.1024369579873;-76.9662880867108;4;2020-05-30;9;21
Density;-12.0950816496035;-77.0278085764429;2;2020-02-04;6;18
Issue;-12.0889639431961;-77.0314812579103;3;2020-02-28;5;9
Density;-12.112762056343;-77.0293169482367;2;2020-09-07;5;14
Density;-12.1095629542324;-77.0391050150548;2;2020-02-26;11;11
Density;-12.0748611860279;-77.0444432759311;5;2020-08-19;6;16
Density;-12.1070155772146;-76.9716425481567;1;2020-06-25;17;22
Issue;-12.0964085656244;-76.9881321360323;5;2020-06-16;0;13
Density;-12.1146539234009;-77.0399270790399;4;2020-06-06;7;21
Issue;-12.0877065759806;-77.0283101320587;3;2020-05-09;18;22
Issue;-12.0943023942773;-76.9852956268487;1;2020-11-19;15;16
Density;-12.0837585663546;-77.0254439850862;4;2020-01-22;18;21
Issue;-12.0771325412202;-76.973047690375;3;2020-12-03;3;12
Issue;-12.1126906352335;-76.9945634395958;2;2020-06-30;13;16
Issue;-12.065508013772;-77.0426685837703;4;2020-09-20;16;17
Density;-12.1131657854782;-76.9683691488563;5;2020-06-25;10;21
Density;-12.0997929262737;-77.015520517809;3;2020-07-10;9;16
Issue;-12.1070833628031;-77.0040581985813;1;2020-12-01;13;20
Density;-12.0778381763396;-76.9720910175768;5;2020-12-23;2;14
Density;-12.1113809476755;-76.9777023810339;3;2020-07-07;21;22
Issue;-12.1065271177289;-76.9670216898147;5;2020-05-21;23;23
Issue;-12.0756797409914;-76.9965387549476;2;2020-06-05;16;19
